"","HUC_i","HUC_j","points_i","length_i","area_i","points_j","length_j","area_j","distance_ij"
"27718",50,392,10880,1109494.62789,1634992073.48,9776,1243583.09089,2738416862.82,319983.8295
"27740",153,208,5038,635197.844155,774426440.254,9352,1548478.95706,1780963677.62,320170.0156
"27752",42,194,8402,438182.504918,468727696.46,2623,483442.524083,707446827.694,320230.8162
"27803",204,398,3405,633931.66063,1246649832.2,18273,2865499.78312,2853081750.53,320617.2133
"27832",30,177,13119,4095857.55159,2386103901.41,13356,809238.423438,1071549764.86,320823.1396
"27837",166,195,7947,1973887.79158,2383726910.88,2964,964286.576005,1065870641.82,320845.2019
"27866",27,211,13653,2093613.60365,1231105140.44,22810,1003947.61376,1482326892.8,321100.2393
"27885",43,155,920,329116.870826,556605641.277,17884,2205895.39613,2768996075.97,321296.3376
"27893",32,175,4122,815584.334193,1103268621.73,17187,2353037.01825,2922732511.91,321352.9834
"27921",170,175,9507,921322.489428,902943239.364,17187,2353037.01825,2922732511.91,321586.4372
"27925",168,193,723,292231.105356,563366373.427,1139,246566.008858,747489017.086,321599.3705
"27960",33,43,13956,2689645.37194,1798344837.1,920,329116.870826,556605641.277,321846.9066
"28046",169,194,11576,1654242.92381,2374629754,2623,483442.524083,707446827.694,322386.0023
"28100",27,43,13653,2093613.60365,1231105140.44,920,329116.870826,556605641.277,322868.9971
"28136",59,152,2618,312023.509273,498690546.22,4405,401341.364698,370814966.197,323149.7296
"28197",151,195,22241,3147846.5546,2581405676.79,2964,964286.576005,1065870641.82,323549.0693
"28198",21,54,1267,568204.43722,755611618.824,7496,1743542.55719,3588231108.57,323572.6167
"28202",174,204,2170,673784.609775,733950779.508,3405,633931.66063,1246649832.2,323605.6927
"28208",22,54,673,819693.164624,781914542.069,7496,1743542.55719,3588231108.57,323650.2993
"28247",171,191,8888,1865098.79141,1899080337.91,12392,851620.791604,1335617285.69,323942.8674
"28293",21,211,1267,568204.43722,755611618.824,22810,1003947.61376,1482326892.8,324314.6038
"28304",26,212,3908,1385356.19187,944438320.092,12839,2820052.67618,3728259662.3,324400.8138
"28310",43,153,920,329116.870826,556605641.277,5038,635197.844155,774426440.254,324436.969
"28348",173,191,1505,658235.945779,635414583.385,12392,851620.791604,1335617285.69,324708.1949
"28402",26,176,3908,1385356.19187,944438320.092,7281,994620.80025,1612982961.02,325122.2397
"28425",42,176,8402,438182.504918,468727696.46,7281,994620.80025,1612982961.02,325253.6327
"28437",165,193,4422,1834982.23088,1619720716.8,1139,246566.008858,747489017.086,325323.5606
"28438",170,191,9507,921322.489428,902943239.364,12392,851620.791604,1335617285.69,325327.091
"28453",165,195,4422,1834982.23088,1619720716.8,2964,964286.576005,1065870641.82,325426.4662
"28465",174,192,2170,673784.609775,733950779.508,6804,254705.268791,468640572.712,325546.7487
"28496",167,192,1567,507664.349505,919263103.236,6804,254705.268791,468640572.712,325773.1399
"28514",195,398,2964,964286.576005,1065870641.82,18273,2865499.78312,2853081750.53,325926.1625
"28543",55,150,1864,258598.894036,986638704.338,17952,3733456.30238,2413788748.91,326107.0588
"28548",166,193,7947,1973887.79158,2383726910.88,1139,246566.008858,747489017.086,326133.6923
"28605",43,211,920,329116.870826,556605641.277,22810,1003947.61376,1482326892.8,326604.9317
"28651",170,190,9507,921322.489428,902943239.364,11327,1453769.54938,1253986034.33,326964.3296
"28756",32,192,4122,815584.334193,1103268621.73,6804,254705.268791,468640572.712,327703.8001
"28776",173,211,1505,658235.945779,635414583.385,22810,1003947.61376,1482326892.8,327831.8761
"28845",33,154,13956,2689645.37194,1798344837.1,12648,996600.27872,1230838377.06,328329.1067
"28894",170,178,9507,921322.489428,902943239.364,6188,781232.492791,601116832.259,328703.6353
"28968",148,212,421,678967.659273,653775833.434,12839,2820052.67618,3728259662.3,329273.9622
"28995",169,203,11576,1654242.92381,2374629754,4917,448622.339202,503930913.697,329444.7588
"29035",28,55,6049,644498.607186,451560914.395,1864,258598.894036,986638704.338,329818.3183
"29040",21,175,1267,568204.43722,755611618.824,17187,2353037.01825,2922732511.91,329850.4075
"29056",148,194,421,678967.659273,653775833.434,2623,483442.524083,707446827.694,329955.4311
"29079",32,212,4122,815584.334193,1103268621.73,12839,2820052.67618,3728259662.3,330128.9396
"29111",173,204,1505,658235.945779,635414583.385,3405,633931.66063,1246649832.2,330350.2531
"29116",151,204,22241,3147846.5546,2581405676.79,3405,633931.66063,1246649832.2,330397.5836
"29123",170,208,9507,921322.489428,902943239.364,9352,1548478.95706,1780963677.62,330455.0461
"29138",28,212,6049,644498.607186,451560914.395,12839,2820052.67618,3728259662.3,330558.5516
"29154",43,191,920,329116.870826,556605641.277,12392,851620.791604,1335617285.69,330692.2273
"29171",24,212,11400,1641291.23625,1203390876.26,12839,2820052.67618,3728259662.3,330798.6501
"29207",43,149,920,329116.870826,556605641.277,3286,832440.708965,527986571.806,331116.1457
"29218",29,175,17370,2752283.46207,1595089814.57,17187,2353037.01825,2922732511.91,331179.4822
"29227",171,178,8888,1865098.79141,1899080337.91,6188,781232.492791,601116832.259,331222.6483
"29244",33,153,13956,2689645.37194,1798344837.1,5038,635197.844155,774426440.254,331350.3331
"29248",32,61,4122,815584.334193,1103268621.73,8912,1517995.98185,1978683680.72,331388.9969
"29280",179,208,657,146939.477626,219121912.887,9352,1548478.95706,1780963677.62,331657.3044
"29315",42,61,8402,438182.504918,468727696.46,8912,1517995.98185,1978683680.72,331934.9416
"29345",59,153,2618,312023.509273,498690546.22,5038,635197.844155,774426440.254,332156.214
"29354",150,173,17952,3733456.30238,2413788748.91,1505,658235.945779,635414583.385,332243.6247
"29364",41,196,11123,820589.353485,977864406.906,3489,711644.720915,931211320.671,332300.7595
"29405",26,194,3908,1385356.19187,944438320.092,2623,483442.524083,707446827.694,332639.0519
"29437",32,203,4122,815584.334193,1103268621.73,4917,448622.339202,503930913.697,332844.0695
"29446",167,204,1567,507664.349505,919263103.236,3405,633931.66063,1246649832.2,332907.435
"29468",51,395,4748,467952.886776,552135041.351,4662,897169.710945,2043592767.67,333091.4936
"29478",171,190,8888,1865098.79141,1899080337.91,11327,1453769.54938,1253986034.33,333153.469
"29491",61,179,8912,1517995.98185,1978683680.72,657,146939.477626,219121912.887,333249.6369
"29659",172,194,10117,3003563.93521,3184286865.45,2623,483442.524083,707446827.694,334468.9966
"29675",23,176,489,553095.217362,722734396.623,7281,994620.80025,1612982961.02,334578.7077
"29738",150,172,17952,3733456.30238,2413788748.91,10117,3003563.93521,3184286865.45,335040.0665
"29750",41,193,11123,820589.353485,977864406.906,1139,246566.008858,747489017.086,335185.4332
"29838",32,211,4122,815584.334193,1103268621.73,22810,1003947.61376,1482326892.8,335835.0049
"29875",151,208,22241,3147846.5546,2581405676.79,9352,1548478.95706,1780963677.62,336078.5305
"29905",26,55,3908,1385356.19187,944438320.092,1864,258598.894036,986638704.338,336304.6812
"29928",22,172,673,819693.164624,781914542.069,10117,3003563.93521,3184286865.45,336474.5238
"30000",170,196,9507,921322.489428,902943239.364,3489,711644.720915,931211320.671,336926.7231
"30013",172,191,10117,3003563.93521,3184286865.45,12392,851620.791604,1335617285.69,337018.8138
"30022",190,395,11327,1453769.54938,1253986034.33,4662,897169.710945,2043592767.67,337059.0864
"30026",59,394,2618,312023.509273,498690546.22,19514,2269045.99455,2958449434.35,337110.5995
"30085",29,211,17370,2752283.46207,1595089814.57,22810,1003947.61376,1482326892.8,337520.3336
"30103",22,211,673,819693.164624,781914542.069,22810,1003947.61376,1482326892.8,337684.2792
"30119",194,394,2623,483442.524083,707446827.694,19514,2269045.99455,2958449434.35,337823.6067
"30122",24,176,11400,1641291.23625,1203390876.26,7281,994620.80025,1612982961.02,337839.4453
"30148",22,173,673,819693.164624,781914542.069,1505,658235.945779,635414583.385,338003.2489
"30163",212,392,12839,2820052.67618,3728259662.3,9776,1243583.09089,2738416862.82,338099.3633
"30177",173,178,1505,658235.945779,635414583.385,6188,781232.492791,601116832.259,338244.9067
"30197",171,211,8888,1865098.79141,1899080337.91,22810,1003947.61376,1482326892.8,338384.1062
"30232",61,149,8912,1517995.98185,1978683680.72,3286,832440.708965,527986571.806,338716.0833
"30262",31,176,7791,1386961.45355,1464916864.12,7281,994620.80025,1612982961.02,338984.9978
"30267",24,43,11400,1641291.23625,1203390876.26,920,329116.870826,556605641.277,339016.0825
"30313",149,195,3286,832440.708965,527986571.806,2964,964286.576005,1065870641.82,339289.8818
"30327",24,55,11400,1641291.23625,1203390876.26,1864,258598.894036,986638704.338,339370.8319
"30385",22,175,673,819693.164624,781914542.069,17187,2353037.01825,2922732511.91,339729.8831
"30396",148,193,421,678967.659273,653775833.434,1139,246566.008858,747489017.086,339773.937
"30525",25,175,3170,1425934.38347,926104627.813,17187,2353037.01825,2922732511.91,340812.9834
"30551",59,151,2618,312023.509273,498690546.22,22241,3147846.5546,2581405676.79,340987.8764
"30560",171,194,8888,1865098.79141,1899080337.91,2623,483442.524083,707446827.694,341042.9646
"30600",30,203,13119,4095857.55159,2386103901.41,4917,448622.339202,503930913.697,341302.1306
"30626",25,211,3170,1425934.38347,926104627.813,22810,1003947.61376,1482326892.8,341535.1841
"30646",59,393,2618,312023.509273,498690546.22,12219,2180114.27068,2583118256.45,341689.6856
"30669",172,211,10117,3003563.93521,3184286865.45,22810,1003947.61376,1482326892.8,341924.614
"30679",24,194,11400,1641291.23625,1203390876.26,2623,483442.524083,707446827.694,341983.9302
"30684",149,196,3286,832440.708965,527986571.806,3489,711644.720915,931211320.671,342034.9021
"30759",27,212,13653,2093613.60365,1231105140.44,12839,2820052.67618,3728259662.3,342595.4648
"30770",177,393,13356,809238.423438,1071549764.86,12219,2180114.27068,2583118256.45,342664.9093
"30831",41,59,11123,820589.353485,977864406.906,2618,312023.509273,498690546.22,343123.528
"30988",30,192,13119,4095857.55159,2386103901.41,6804,254705.268791,468640572.712,344132.2354
"31029",23,212,489,553095.217362,722734396.623,12839,2820052.67618,3728259662.3,344446.8108
"31055",41,208,11123,820589.353485,977864406.906,9352,1548478.95706,1780963677.62,344651.6096
"31067",167,179,1567,507664.349505,919263103.236,657,146939.477626,219121912.887,344745.6562
"31068",179,395,657,146939.477626,219121912.887,4662,897169.710945,2043592767.67,344751.8805
"31074",196,394,3489,711644.720915,931211320.671,19514,2269045.99455,2958449434.35,344766.7609
"31082",27,55,13653,2093613.60365,1231105140.44,1864,258598.894036,986638704.338,344811.9572
"31134",23,173,489,553095.217362,722734396.623,1505,658235.945779,635414583.385,345193.444
"31260",23,172,489,553095.217362,722734396.623,10117,3003563.93521,3184286865.45,345991.154
"31268",212,393,12839,2820052.67618,3728259662.3,12219,2180114.27068,2583118256.45,346022.9514
"31275",170,211,9507,921322.489428,902943239.364,22810,1003947.61376,1482326892.8,346083.6358
"31281",173,190,1505,658235.945779,635414583.385,11327,1453769.54938,1253986034.33,346127.6258
"31295",150,195,17952,3733456.30238,2413788748.91,2964,964286.576005,1065870641.82,346246.3755
"31296",167,203,1567,507664.349505,919263103.236,4917,448622.339202,503930913.697,346248.9977
"31381",31,204,7791,1386961.45355,1464916864.12,3405,633931.66063,1246649832.2,346808.6878
"31391",172,204,10117,3003563.93521,3184286865.45,3405,633931.66063,1246649832.2,346880.935
"31410",26,43,3908,1385356.19187,944438320.092,920,329116.870826,556605641.277,347104.5407
"31469",42,193,8402,438182.504918,468727696.46,1139,246566.008858,747489017.086,347604.492
"31492",174,203,2170,673784.609775,733950779.508,4917,448622.339202,503930913.697,347729.6365
"31493",43,178,920,329116.870826,556605641.277,6188,781232.492791,601116832.259,347743.3881
"31496",208,392,9352,1548478.95706,1780963677.62,9776,1243583.09089,2738416862.82,347800.8164
"31523",178,395,6188,781232.492791,601116832.259,4662,897169.710945,2043592767.67,347986.2484
"31577",23,194,489,553095.217362,722734396.623,2623,483442.524083,707446827.694,348304.9019
"31640",55,148,1864,258598.894036,986638704.338,421,678967.659273,653775833.434,348688.2954
"31649",177,392,13356,809238.423438,1071549764.86,9776,1243583.09089,2738416862.82,348758.2962
"31671",208,394,9352,1548478.95706,1780963677.62,19514,2269045.99455,2958449434.35,348925.0248
"31686",148,173,421,678967.659273,653775833.434,1505,658235.945779,635414583.385,349039.1247
"31701",42,196,8402,438182.504918,468727696.46,3489,711644.720915,931211320.671,349196.5486
"31744",172,178,10117,3003563.93521,3184286865.45,6188,781232.492791,601116832.259,349491.9689
"31751",177,395,13356,809238.423438,1071549764.86,4662,897169.710945,2043592767.67,349559.1913
"31780",149,204,3286,832440.708965,527986571.806,3405,633931.66063,1246649832.2,349838.9751
"31798",29,55,17370,2752283.46207,1595089814.57,1864,258598.894036,986638704.338,349935.536
"31814",173,192,1505,658235.945779,635414583.385,6804,254705.268791,468640572.712,350036.4264
"31817",28,194,6049,644498.607186,451560914.395,2623,483442.524083,707446827.694,350065.8218
"31852",26,193,3908,1385356.19187,944438320.092,1139,246566.008858,747489017.086,350281.8103
"31934",190,393,11327,1453769.54938,1253986034.33,12219,2180114.27068,2583118256.45,350921.6223
"31944",171,192,8888,1865098.79141,1899080337.91,6804,254705.268791,468640572.712,351009.0328
"31947",174,179,2170,673784.609775,733950779.508,657,146939.477626,219121912.887,351033.8474
"31952",148,172,421,678967.659273,653775833.434,10117,3003563.93521,3184286865.45,351058.8137
"31990",170,179,9507,921322.489428,902943239.364,657,146939.477626,219121912.887,351379.855
"31999",41,195,11123,820589.353485,977864406.906,2964,964286.576005,1065870641.82,351428.2587
"32057",41,204,11123,820589.353485,977864406.906,3405,633931.66063,1246649832.2,351862.2207
"32119",29,212,17370,2752283.46207,1595089814.57,12839,2820052.67618,3728259662.3,352342.985
"32122",169,204,11576,1654242.92381,2374629754,3405,633931.66063,1246649832.2,352358.8888
"32187",170,192,9507,921322.489428,902943239.364,6804,254705.268791,468640572.712,352884.5487
"32268",175,392,17187,2353037.01825,2922732511.91,9776,1243583.09089,2738416862.82,353385.0507
"32291",191,393,12392,851620.791604,1335617285.69,12219,2180114.27068,2583118256.45,353565.8233
"32324",174,195,2170,673784.609775,733950779.508,2964,964286.576005,1065870641.82,353786.0095
"32351",175,393,17187,2353037.01825,2922732511.91,12219,2180114.27068,2583118256.45,353932.7835
"32396",43,195,920,329116.870826,556605641.277,2964,964286.576005,1065870641.82,354252.1411
"32407",191,395,12392,851620.791604,1335617285.69,4662,897169.710945,2043592767.67,354338.7516
"32417",43,192,920,329116.870826,556605641.277,6804,254705.268791,468640572.712,354410.5075
"32431",28,61,6049,644498.607186,451560914.395,8912,1517995.98185,1978683680.72,354492.4917
"32461",31,193,7791,1386961.45355,1464916864.12,1139,246566.008858,747489017.086,354681.6791
"32486",178,393,6188,781232.492791,601116832.259,12219,2180114.27068,2583118256.45,354838.8314
"32494",30,175,13119,4095857.55159,2386103901.41,17187,2353037.01825,2922732511.91,354903.1481
"32543",170,194,9507,921322.489428,902943239.364,2623,483442.524083,707446827.694,355245.7329
"32547",174,176,2170,673784.609775,733950779.508,7281,994620.80025,1612982961.02,355302.6452
"32631",21,172,1267,568204.43722,755611618.824,10117,3003563.93521,3184286865.45,356057.488
"32653",21,173,1267,568204.43722,755611618.824,1505,658235.945779,635414583.385,356258.0056
"32655",172,190,10117,3003563.93521,3184286865.45,11327,1453769.54938,1253986034.33,356264.9342
"32663",28,176,6049,644498.607186,451560914.395,7281,994620.80025,1612982961.02,356315.4224
"32706",25,43,3170,1425934.38347,926104627.813,920,329116.870826,556605641.277,356623.2621
"32760",33,157,13956,2689645.37194,1798344837.1,6444,762387.267075,2013881876.76,356965.9562
"32795",59,179,2618,312023.509273,498690546.22,657,146939.477626,219121912.887,357300.531
"32818",21,176,1267,568204.43722,755611618.824,7281,994620.80025,1612982961.02,357515.9523
"32882",169,176,11576,1654242.92381,2374629754,7281,994620.80025,1612982961.02,358016.0212
"32914",196,392,3489,711644.720915,931211320.671,9776,1243583.09089,2738416862.82,358331.7888
"32972",55,395,1864,258598.894036,986638704.338,4662,897169.710945,2043592767.67,358742.4955
"32978",167,176,1567,507664.349505,919263103.236,7281,994620.80025,1612982961.02,358771.7995
"32985",150,196,17952,3733456.30238,2413788748.91,3489,711644.720915,931211320.671,358839.8033
"33004",43,190,920,329116.870826,556605641.277,11327,1453769.54938,1253986034.33,359009.8491
"33027",27,194,13653,2093613.60365,1231105140.44,2623,483442.524083,707446827.694,359210.8786
"33072",32,59,4122,815584.334193,1103268621.73,2618,312023.509273,498690546.22,359524.7859
"33092",176,394,7281,994620.80025,1612982961.02,19514,2269045.99455,2958449434.35,359801.9672
"33161",23,55,489,553095.217362,722734396.623,1864,258598.894036,986638704.338,360267.5973
"33172",31,195,7791,1386961.45355,1464916864.12,2964,964286.576005,1065870641.82,360315.0135
"33210",33,53,13956,2689645.37194,1798344837.1,4682,912665.799095,1487622720.29,360647.5669
"33228",167,195,1567,507664.349505,919263103.236,2964,964286.576005,1065870641.82,360794.4909
"33236",149,208,3286,832440.708965,527986571.806,9352,1548478.95706,1780963677.62,360845.0097
"33243",32,194,4122,815584.334193,1103268621.73,2623,483442.524083,707446827.694,360895.7018
"33246",23,193,489,553095.217362,722734396.623,1139,246566.008858,747489017.086,360922.6061
"33282",42,59,8402,438182.504918,468727696.46,2618,312023.509273,498690546.22,361152.0773
"33310",61,150,8912,1517995.98185,1978683680.72,17952,3733456.30238,2413788748.91,361329.2799
"33316",27,176,13653,2093613.60365,1231105140.44,7281,994620.80025,1612982961.02,361385.0089
"33331",150,204,17952,3733456.30238,2413788748.91,3405,633931.66063,1246649832.2,361467.015
"33422",174,193,2170,673784.609775,733950779.508,1139,246566.008858,747489017.086,362143.2193
"33426",42,208,8402,438182.504918,468727696.46,9352,1548478.95706,1780963677.62,362163.4796
"33436",43,150,920,329116.870826,556605641.277,17952,3733456.30238,2413788748.91,362201.0504
"33449",30,211,13119,4095857.55159,2386103901.41,22810,1003947.61376,1482326892.8,362275.691
"33463",24,193,11400,1641291.23625,1203390876.26,1139,246566.008858,747489017.086,362355.4481
"33498",191,392,12392,851620.791604,1335617285.69,9776,1243583.09089,2738416862.82,362550.6785
"33500",171,204,8888,1865098.79141,1899080337.91,3405,633931.66063,1246649832.2,362563.0163
"33518",172,192,10117,3003563.93521,3184286865.45,6804,254705.268791,468640572.712,362712.9187
"33580",171,179,8888,1865098.79141,1899080337.91,657,146939.477626,219121912.887,363196.8909
"33678",33,155,13956,2689645.37194,1798344837.1,17884,2205895.39613,2768996075.97,363759.8538
"33900",42,195,8402,438182.504918,468727696.46,2964,964286.576005,1065870641.82,365262.5524
"33923",173,195,1505,658235.945779,635414583.385,2964,964286.576005,1065870641.82,365436.8878
"33994",208,393,9352,1548478.95706,1780963677.62,12219,2180114.27068,2583118256.45,365919.3058
"34049",21,212,1267,568204.43722,755611618.824,12839,2820052.67618,3728259662.3,366427.6944
"34123",167,193,1567,507664.349505,919263103.236,1139,246566.008858,747489017.086,367053.3586
"34136",190,392,11327,1453769.54938,1253986034.33,9776,1243583.09089,2738416862.82,367131.074
"34159",42,204,8402,438182.504918,468727696.46,3405,633931.66063,1246649832.2,367328.8285
"34169",148,195,421,678967.659273,653775833.434,2964,964286.576005,1065870641.82,367399.1738
"34193",59,149,2618,312023.509273,498690546.22,3286,832440.708965,527986571.806,367563.7247
"34200",178,392,6188,781232.492791,601116832.259,9776,1243583.09089,2738416862.82,367592.0669
"34232",26,61,3908,1385356.19187,944438320.092,8912,1517995.98185,1978683680.72,367847.3324
"34272",170,203,9507,921322.489428,902943239.364,4917,448622.339202,503930913.697,368095.7917
"34278",32,196,4122,815584.334193,1103268621.73,3489,711644.720915,931211320.671,368194.4982
"34389",30,55,13119,4095857.55159,2386103901.41,1864,258598.894036,986638704.338,368943.8592
"34425",24,61,11400,1641291.23625,1203390876.26,8912,1517995.98185,1978683680.72,369151.6861
"34471",25,212,3170,1425934.38347,926104627.813,12839,2820052.67618,3728259662.3,369482.4051
"34532",171,203,8888,1865098.79141,1899080337.91,4917,448622.339202,503930913.697,369963.019
"34579",61,395,8912,1517995.98185,1978683680.72,4662,897169.710945,2043592767.67,370308.9904
"34641",43,176,920,329116.870826,556605641.277,7281,994620.80025,1612982961.02,370784.0255
"34675",169,193,11576,1654242.92381,2374629754,1139,246566.008858,747489017.086,370954.1489
"34677",27,61,13653,2093613.60365,1231105140.44,8912,1517995.98185,1978683680.72,370997.7767
"34693",21,194,1267,568204.43722,755611618.824,2623,483442.524083,707446827.694,371073.9809
"34736",179,393,657,146939.477626,219121912.887,12219,2180114.27068,2583118256.45,371306.4748
"34768",43,193,920,329116.870826,556605641.277,1139,246566.008858,747489017.086,371480.3952
"34834",169,195,11576,1654242.92381,2374629754,2964,964286.576005,1065870641.82,371890.9236
"34840",22,212,673,819693.164624,781914542.069,12839,2820052.67618,3728259662.3,371945.3026
"34857",32,208,4122,815584.334193,1103268621.73,9352,1548478.95706,1780963677.62,372050.5236
"34871",196,393,3489,711644.720915,931211320.671,12219,2180114.27068,2583118256.45,372184.7744
"34937",29,194,17370,2752283.46207,1595089814.57,2623,483442.524083,707446827.694,372728.4959
"34942",175,395,17187,2353037.01825,2922732511.91,4662,897169.710945,2043592767.67,372743.1519
"35018",29,61,17370,2752283.46207,1595089814.57,8912,1517995.98185,1978683680.72,373288.9577
"35062",22,176,673,819693.164624,781914542.069,7281,994620.80025,1612982961.02,373688.9765
"35080",26,195,3908,1385356.19187,944438320.092,2964,964286.576005,1065870641.82,373806.8384
"35115",173,176,1505,658235.945779,635414583.385,7281,994620.80025,1612982961.02,373994.5048
"35125",30,212,13119,4095857.55159,2386103901.41,12839,2820052.67618,3728259662.3,374069.5672
"35183",26,196,3908,1385356.19187,944438320.092,3489,711644.720915,931211320.671,374561.1471
"35184",22,43,673,819693.164624,781914542.069,920,329116.870826,556605641.277,374565.6271
"35204",173,203,1505,658235.945779,635414583.385,4917,448622.339202,503930913.697,374717.7923
"35216",25,55,3170,1425934.38347,926104627.813,1864,258598.894036,986638704.338,374797.759
"35353",28,196,6049,644498.607186,451560914.395,3489,711644.720915,931211320.671,375902.1577
"35426",204,394,3405,633931.66063,1246649832.2,19514,2269045.99455,2958449434.35,376482.4979
"35514",211,393,22810,1003947.61376,1482326892.8,12219,2180114.27068,2583118256.45,377082.0212
"35572",193,394,1139,246566.008858,747489017.086,19514,2269045.99455,2958449434.35,377526.6357
"35636",173,193,1505,658235.945779,635414583.385,1139,246566.008858,747489017.086,378038.825
"35650",212,395,12839,2820052.67618,3728259662.3,4662,897169.710945,2043592767.67,378132.7225
"35695",23,43,489,553095.217362,722734396.623,920,329116.870826,556605641.277,378410.3926
"35704",28,193,6049,644498.607186,451560914.395,1139,246566.008858,747489017.086,378493.4587
"35802",29,176,17370,2752283.46207,1595089814.57,7281,994620.80025,1612982961.02,379332.8903
"35832",25,176,3170,1425934.38347,926104627.813,7281,994620.80025,1612982961.02,379620.2953
"35875",24,196,11400,1641291.23625,1203390876.26,3489,711644.720915,931211320.671,379875.4074
"35899",211,392,22810,1003947.61376,1482326892.8,9776,1243583.09089,2738416862.82,380019.17
"35903",150,208,17952,3733456.30238,2413788748.91,9352,1548478.95706,1780963677.62,380054.5072
"35927",43,148,920,329116.870826,556605641.277,421,678967.659273,653775833.434,380248.6362
"36021",21,55,1267,568204.43722,755611618.824,1864,258598.894036,986638704.338,380874.9908
"36075",22,55,673,819693.164624,781914542.069,1864,258598.894036,986638704.338,381200.7971
"36077",192,393,6804,254705.268791,468640572.712,12219,2180114.27068,2583118256.45,381216.8656
"36093",172,195,10117,3003563.93521,3184286865.45,2964,964286.576005,1065870641.82,381314.1603
"36106",192,395,6804,254705.268791,468640572.712,4662,897169.710945,2043592767.67,381403.5571
"36110",22,194,673,819693.164624,781914542.069,2623,483442.524083,707446827.694,381433.5144
"36119",148,196,421,678967.659273,653775833.434,3489,711644.720915,931211320.671,381467.5424
"36146",32,176,4122,815584.334193,1103268621.73,7281,994620.80025,1612982961.02,381604.2802
"36206",170,204,9507,921322.489428,902943239.364,3405,633931.66063,1246649832.2,382015.152
"36223",43,203,920,329116.870826,556605641.277,4917,448622.339202,503930913.697,382166.432
"36275",25,194,3170,1425934.38347,926104627.813,2623,483442.524083,707446827.694,382666.7071
"36389",148,204,421,678967.659273,653775833.434,3405,633931.66063,1246649832.2,383560.9643
"36397",28,59,6049,644498.607186,451560914.395,2618,312023.509273,498690546.22,383637.0028
"36408",61,148,8912,1517995.98185,1978683680.72,421,678967.659273,653775833.434,383692.2423
"36439",26,204,3908,1385356.19187,944438320.092,3405,633931.66063,1246649832.2,383874.5797
"36444",21,193,1267,568204.43722,755611618.824,1139,246566.008858,747489017.086,383897.6765
"36504",24,195,11400,1641291.23625,1203390876.26,2964,964286.576005,1065870641.82,384364.6935
"36506",173,179,1505,658235.945779,635414583.385,657,146939.477626,219121912.887,384381.0032
"36531",27,193,13653,2093613.60365,1231105140.44,1139,246566.008858,747489017.086,384576.1379
"36567",194,392,2623,483442.524083,707446827.694,9776,1243583.09089,2738416862.82,384884.0076
"36750",171,176,8888,1865098.79141,1899080337.91,7281,994620.80025,1612982961.02,386208.3308
"36779",195,394,2964,964286.576005,1065870641.82,19514,2269045.99455,2958449434.35,386386.928
"36797",172,203,10117,3003563.93521,3184286865.45,4917,448622.339202,503930913.697,386478.2012
"36815",203,395,4917,448622.339202,503930913.697,4662,897169.710945,2043592767.67,386603.1194
"36890",28,208,6049,644498.607186,451560914.395,9352,1548478.95706,1780963677.62,387172.6904
"36892",23,195,489,553095.217362,722734396.623,2964,964286.576005,1065870641.82,387204.2863
"37067",172,176,10117,3003563.93521,3184286865.45,7281,994620.80025,1612982961.02,388421.7876
"37079",194,393,2623,483442.524083,707446827.694,12219,2180114.27068,2583118256.45,388511.3838
"37084",211,395,22810,1003947.61376,1482326892.8,4662,897169.710945,2043592767.67,388544.2263
"37163",27,196,13653,2093613.60365,1231105140.44,3489,711644.720915,931211320.671,389271.8622
"37232",59,150,2618,312023.509273,498690546.22,17952,3733456.30238,2413788748.91,389822.0964
"37246",171,195,8888,1865098.79141,1899080337.91,2964,964286.576005,1065870641.82,389886.291
"37257",192,392,6804,254705.268791,468640572.712,9776,1243583.09089,2738416862.82,389928.7735
"37319",30,61,13119,4095857.55159,2386103901.41,8912,1517995.98185,1978683680.72,390320.4034
"37397",21,43,1267,568204.43722,755611618.824,920,329116.870826,556605641.277,390925.2848
"37560",24,204,11400,1641291.23625,1203390876.26,3405,633931.66063,1246649832.2,392105.5771
"37575",26,208,3908,1385356.19187,944438320.092,9352,1548478.95706,1780963677.62,392184.6645
"37680",172,179,10117,3003563.93521,3184286865.45,657,146939.477626,219121912.887,392928.027
"37686",179,392,657,146939.477626,219121912.887,9776,1243583.09089,2738416862.82,392987.1181
"37707",172,193,10117,3003563.93521,3184286865.45,1139,246566.008858,747489017.086,393122.5134
"37761",23,61,489,553095.217362,722734396.623,8912,1517995.98185,1978683680.72,393478.8006
"37827",170,176,9507,921322.489428,902943239.364,7281,994620.80025,1612982961.02,394064.9214
"37867",203,393,4917,448622.339202,503930913.697,12219,2180114.27068,2583118256.45,394358.9924
"37973",171,193,8888,1865098.79141,1899080337.91,1139,246566.008858,747489017.086,395264.5267
"38005",28,195,6049,644498.607186,451560914.395,2964,964286.576005,1065870641.82,395554.5387
"38042",23,196,489,553095.217362,722734396.623,3489,711644.720915,931211320.671,395803.9057
"38050",24,208,11400,1641291.23625,1203390876.26,9352,1548478.95706,1780963677.62,395853.0765
"38113",28,204,6049,644498.607186,451560914.395,3405,633931.66063,1246649832.2,396277.2694
"38114",30,194,13119,4095857.55159,2386103901.41,2623,483442.524083,707446827.694,396278.0117
"38206",26,59,3908,1385356.19187,944438320.092,2618,312023.509273,498690546.22,396891.1281
